Paragraph,Labels
"Functions of
Cornea It refracts the light falling on it.
Iris. Iris controls the size of the pupil.
Pupil. It controls the amount of light entering the eye.
Crystalline lens. It is a convex lens which converges the light rays coming from the object to form an image on retina.
Ciliary muscles. They hold the lens and change its focal length by pressing or stretching it.
Retina. It is a delicate membrane having light sensitive cells which generate electrical impulses.","Defintion, Property"
Working of eye The light falling on the eye gets refracted through the cornea. This amount of light is controlled by the pupil. The eye lens converges the light rays and forms an image on the retina. The focal length of the lens is controlled by the ciliary muscles. Retina converts the light rays into electrical signals which are sent by optic nerves to the brain. The brain interprets these signals and we see the objects as it is.,Property
Power of accommodation. The ability of an eye to focus the distant objects as well as nearby objects on the retina clearly by changing the focal length of lens is called power of accommodation. A normal eye has a power of accommodation which enables the objects as far as infinity and as close as 25 cm to be focused on retina.,Defintion 
"Eye lens. An eye lens is composed of fibrous jelly like material. Its focal length can be changed by ciliary muscles by pressing or stretching it. To increase the focal length, the ciliary muscles are in the relaxed position and the lens is thin.","Property, Definiton"
"Near point or least distance of distinct vision. The minimum distance at which an object placed can be seen clearly without strain is called near point or least distance of distinct vision. For a healthy human eye, near point is 25 cm.",Defintion
Far point The farthest point up to which the eye can see the object clearly is called the far point of the eye. The far point for a healthy human eye is at infinity.,Defintion
Cataract The condition in which the lens of the eye of a person becomes cloudy and milky resulting in blurred vision is called cataract.,Defintion
Cause of formation of cataract Cataract develops when the eye lens of a person becomes cloudy due to the formation of a membrane of proteins over it.,Property
"Reason of having two eyes for vision.
Two eyes give a wider field of view.
Two eyes enable us to judge the distance more accurately.",Reasoning
"Defects of vision

Myopia or near sightedness short sightedness The defect of vision in which a person can see the nearby objects clearly but is unable to see the distant objects clearly is called short sightedness or myopia. In the myopic eye the image of the distant object is formed in front of the retina.",Property
The human eye is one of the most valuable and sensitive sense organs. It enables us to see the wonderful world and the colours around us.,Defintion
The eyeball is approximately spherical in shape with a diameter of about 2.3 cm.,Property
Most of the refraction for the light rays entering the eye occurs at the outer surface of the cornea. The crystalline lens merely provides the finer adjustment of focal length required to focus.,Property
" The human eye has the following parts :

Cornea : The transparent spherical membrane covering the front of the eye.
Iris: The coloured diaphragm between the cornea  and lens.
Pupil: The small hole in the iris.
Eye lens : It is a transparent lens made of jelly like material.
Ciliary muscles: These muscles hold the lens in position.
Retina: The back surface of the eye.
Blind spot: The point at which the optic nerve leaves the eye. An image formed at this point is not sent to the brain.
Aqueous humour: A clear liquid region between the cornea and the lens.
Vitreous humour: The space between eye lens and retina is filled with another liquid called vitreous humour.","Types, Relation, Defintion"
" In the eye, the image is formed on the retina by successive refractions at the cornea, the aqueous humour, the lens and the vitreous humour. Electrical signals then travel along the optic nerve to the brain to be interpreted. In good light, the yellow spot is most sensitive to detail and the image is automatically formed there.",Property
"Accommodation: The ability of the eye to focus both near and distant objects, by adjusting its focal length, is called the accommodation of the eye or the ability of the ciliary muscles to change the focal length of the eye lens is called accommodation.",Defintion
"Defects of the Eye : Although the eye is one of the most remarkable organs in the body, it may have several abnormalities, which can often be corrected with eyeglasses, contact lenses, or surgery. The various defects from which an eye can suffer are (i) Hypermetropia or long sightedness, (ii) Myopia or shortsightedness and (iii) Astigmatism, (iv) Presbyopia.",Property
" Hypermetropia, hyperopia, or long sightedness : A person suffering from this defect can see distant objects I clearly but cannot see nearby objects clearly. In this defect, the near point lies farther away than 25 cm. Hypermetropia (far sightedness — the image of nearby objects is focussed beyond the retina) is corrected by using a convex lens of suitable power. The eye loses
its power of accommodation at old age.",Definition
"Hypermetropia is due to the following reasons :

Either the hyperopic eyeball is too short or
The ciliary muscle is unable to change the shape
of the lens enough to properly focus the image i.e. the focal length of the eye lens increases.",Reasoning
Myopia or short sightedness or near sightedness: A person suffering frommyopia or short sightedness can see nearby objects clearly but cannot see the far away objects clearly. Myopia (short sightedness — the image of distant objects is focussed before the retina) is corrected by using a concave lens of suitable power.,"Defintion, Property"
"This defect is due to the following reasons :

Either the eyeball is longer than normal or
The maximum focal length (due to excessive curvature of the cornea) of the lens is insufficient to produce a clearly formed image on the retina.",Reasoning
"A person may also have an eye defect known as astigmatism, in which light from a point-source produces a line image on the retina. A person suffering from this defect cannot see in all directions equally well i.e., he cannot see the vertical and horizontal lines simultaneously. This condition arises either when the cornea or the crystalline lens or both are not perfectly spherical. Astigmatism can be corrected with lenses having different curvatures in two mutually perpendicular directions i.e., cylindrical lens.",Definition
"When a person suffers from both, the myopia as well as Hypermetropia, his spectacles for correction have bifocal lenses. The upper half is a concave lens for distant vision and lower half is a convex lens for reading.","Property, Reasoning"
"Presbyopia is that defect of human eye, due to which an old person cannot read and write comfortably. That is why Presbyopia is also called old sight.
 To correct Presbyopia, an old person has to use spectacles with a convex lens of suitable focal length, or power as explained already.","Defintinon, Property"
"The cause of Hypermetropia is decrease in length of eyeball or increase In focal length of eye lens. But the cause of Presbyopia is only increase in focal length of eye lens. The eyeball, in Presbyopia, has normal length.
the vision of the eye decreases, leading sometimes to total loss of vision. The problem is overcome by cataract surgery i.e., removal of the eye lens, and its replacement by a lens of suitable focal length.","Effects, Property"
"We need two eyes because a human being has a horizontal field of view of about 150° with one eye and of about 180° with two eyes. Thus, two eyes provide us wider horizontal field of view.
With one eye, the world looks flat, i.e., two dimensional only. With two eyes, the view is three dimensional, i.e., dimension of depth is added to our view.",Reasoning
"As our two eyes are separated by a few centimetres, each eye observes a slightly different image. Our brain combines the two views into one and we get to know how close or far away the things seen are.","Reasoning, Property"
" By donating our eyes after we die, one pair of our eyes can give vision to two corneal blind people. Eye donors may belong to any sex or any age group. People suffering from diabetes, hypertension, asthma or any other non- communicable diseases can donate eyes. People who have been using spectacles or those operated for cataract can also donate eyes.",Reasoning
"The smallest distance, at which the eye can see objects clearly without strain, is called the near point of the eye or the least distance of distinct vision. For a young adult with normal vision, it is about 25 cm.",Definition
"Persistence of vision of the eye: The image of an object persists on the retina for 1/16 second, even after the removal of the object. The sequence of still pictures taken by a movie camera is projected on a screen at a rate of about 24 images or more per second. The successive impressions of images on the screen appear to merge smoothly into one another to give us the feeling of moving images.","Reasoning, Property"
"The large numbers of light sensitive cells contained in the retina of the eye are of two types: rod shaped cells which respond to brightness or intensity of light and cone shaped cells, which respond to colour of light. Thus/cone shaped cells enable us to distinguish between different colours.","Types, Definition"
"When a person cannot distinguish between different colours, he is said to be colour blind though his vision may otherwise be normal. Colour blindness is a genetic disorder which occurs by inheritance. So far, there is no cure for colour blindness.","Defintion, Property"
". Farpoint: The farthest point upto which a short sighted eye can see clearly is called the far point of the eye. For a normal eye, the far point is infinity.",Defintion
"Near point : The nearest point upto which a long sighted eye can see clearly is called the near point of the eye. For a normal human eye, of an adult, the near point is about 25 cm from the eye.",Definition
"Least cfistance of distinct vision: The minimum distance upto which an eye can see clearly is called the legist distance of distinct vision ; it is normally denoted by D. The least distance of distinct vision is equal to the distance between the eye and its near point. For a normal human eye, this distance is around 25 cm",Definition
The distance between far point and near point of the eye is called range of vision of the eye.,Definition
"When white light passes through a prism, the violet light bends most and the red light bends the least. Dispersion of light is the phenomenon of splitting of white light into its constituent seven colours on passing through a glass prism. The band of seven colours so obtained is called visible spectrum.","Defition, Property"
"The seven colours of white light are violet, indigo, blue, green, yellow, orange and red. It is remembered by the acronym VIBGYOR.

",Types
 Spectrum is the band of distinct colours we obtain when white light is split by a prism.,Definition
"Cause of dispersion : Every colour has its own characteristic wavelength/frequency. Different colours move with same speed in air/vacuum. But their speeds in refracting media like glass are different. Therefore, refractive index of the medium for different colours is different. As a result, different colours undergo different deviations on passing through the prism. Hence, different colours emerge from the prism along different directions.","Causes, Reasoning"
"The speed of light in vacuum is same for all wavelengths, but the speed in a material substance is different for different wavelengths.",Property
 In any medium other than air/vacuum red light travels the fastest and violet light travels the slowest.,Property
" The most familiar form of electromagnetic radiation may be defined as that part of the spectrum that the human eye can detect. Light is produced by the rearrangement of electrons in atoms and molecules. The various wavelengths of visible light are classified with colours ranging from violet (λ = 4 x 10-7 m) to red (λ = 7 x 10-7 m). The eye’s sensitivity is a function of wavelength, the sensitivity being a maximum at a wavelength of about λ = 5.6 x 10-7 m (yellow-green).","Definition, Property"
"When we pass white light through two ideptical prisms held side by side with their refracting edges in opposite directions; the first prism disperses white light into seven colours and the second prism recombines the seven colours into white light. Thus, light emerging from 2nd prism is white.",Reasoning
A rainbow is formed due to dispersion of light by tiny droplets of water which act as prisms.,Causes 
"Atmospheric refraction is the cause of twinkling of stars, advance sunrise and delayed sunset.",Causes
"Scattering of light causes the blue colour of sky and the reddening of the Sun at sunrise and sunset.

","Property, Causes"
"HUMAN EYE :
It acts like a camera, enable us to capture the colourful picture of the surroundings.
An inverted, real image on light sensitive  is formed on the  Retina","Definition, Property"
"The Various Parts of Eye and their Functions
1. Cornea : It is a thin membrane through which light enters. It forms the transparent bulge on the front of eyeball. Most of the refraction occurs at the outer surface of the cornea.
2. Eyeball :it is a convex lens, approximately spherical in shape, with a diameter of about 2.3 cm. It can alter its curvature with help of ciliary muscles.
3. Iris :It is a dark muscular diaphragm that controls the size of pupil.It is behind the cornea.it helps in accommodation of light by changing the size of the pupil.

4. Pupil :It regulates and control the amount of light entering the eye. It is the black opening between aqueous humour& lens.BLack in colour. Light entering cannot exit.

5. Crystalline eye lens :Provides the focused real & inverted image of the object on the retina. It is composed of a fibrous, jelly like material.
This is convex lens that converges light at retina.

6. Ciliary muscles :It helps to change the curvature of eye lens and hence changes its focal length so that we can see the object clearly placed at different positions.

7. Retina : Thin membrane with large no. of light sensitive cells.
There are two types of photoreceptors in the human retina, rods and cones.
Rods are responsible for vision at low light levels . They do not mediate color vision.
Cones are active at higher light levels , are capable of color vision.
When image is formed at retina, light sensitive cells gets activated and generate electrical signal. These signals are sent to brain via optic nerve. Brain analyse these signals after which we perceive object as they are.

8. The vitreous body is the clear gel that fills the space between the lens and the retina of the eyeball of humans and other vertebrate

9. The aqueous humour is a transparent, watery fluid similar to plasma, but containing low protein concentrations.","Types, Definition"
"How Pupil Works ?
Example: You would have observed that when you come out of the cinema hall after watching movie, in the bright sun light, your eyes get closed . And when you enter the hall from the bright light, you won’be able to see but after some time you would be able to see.
Here the pupil of an eye provides a variable aperture, whose size is controlled by iris","Reasoning, Effects"
"(a) When the light is bright : Iris contracts the pupil, so that less light enters the eye.

(b) When the light is dim : Iris expand the pupil, so that more light enters the eye.
Pupil opens completely, when iris is relaxed.","Reasoning, Effects"
Persistence of Vision : It is the time for which the sensation of an object continue in the eye. It is about 1/16th of a second.,Definition
"Power of Accommodation
The ability of eye lens to adjust its focal length with the help of ciliary muscles is called accommodation.",Definition
"1. Eye lens becomes thin 1. Eye lens becomes thick
2. Increases the focal length 2. Decreases the focal length
3. Enable us to see distant object clearly 3.Enable us to see nearby object clearly",Effects
"Cataract : The image can not be seen distinctly because eye lens become milky and cloudy. This condition is known as cataract, it can cause complete or partial loss of vision.
This can be corrected by surgical removal of extra growth (cataract surgery).","Defintion, Property"
" Myopia : (Near Sightedness)
A person can see nearby object clearly, but cannot see distant object distinctly.",Defintion 
"The Reason of defect
Excessive curvature of eye lens means Eye lens be comes thick and its focal length decreases.
Elongation of the eye ball.",Reasoning
"Correction
Corrected by using a Concave Lens of appropriate power.",Reasoning
"Hypermetropia (Far – Sightedness)
A person cannot see nearby object clearly, but can see distant object distinctly.",Defintion
"The Reason of defect
1. Increase in focal length of the eye lens (Thin eye lens)
2. Eye ball has become too small.",Reasoning
"Correction
Corrected by using a Convex Lens of appropriate power.",Reasoning
"4. Presbyopia

As we become old, the power of accommodation of the eye usually decreases, the near point gradually recedes away. This defect is called Presbyopia, a special kind of Hypermetropia.
Person may suffer from both myopia and hypermetropia.

Reason of defect : Gradual weakening of ciliary muscles and decreasing the flexibility of the eye lens.

Correction : Using Bifocal lens with appropriate power.Bifocal lens consist of both concave and convex lens, upper position consist of concave lens and lower portion consist of convex lens action of Light through a Prism","Defintion, Reasoning"
"Prism : It has two triangular bases and three rectangular lateral surfaces.
These surfaces are inclined to each other. The angle between its two lateral faces is called ",Definition
"Angle of Deviation (D)The angle between the incident ray and mergent ray.
Dispersion of white light by a Glass Prism",Definition
"Splitting of White Light into Band of Colours

The band of the coloured components of light beam is called Spectrum i.e. VIBGYOR
The splitting of light into its component colours is called Dispersion.
The different component colour of light bends at different angle with respect to incident angle, the red light bends the least while the violet bends most.",Property
"RAINBOW It is the spectrum of sunlight in nature It is formed due to the dispersion of sunlight by the tiny water droplet, present in atmosphere.",Definition
"Water Droplet Act like Prism

It refracts and disperses the incident sunlight, then reflects it internally(internal reflection) and finally refracts it again, when it emerges out of the water droplet.
A rainbow is always formed in a direction opposite to that of sun.
Due to dispersion and internal reflection of light, different colours reach he observer’s eye.
Red colour appears on top & violet at the bottom of rainbow","Property, Reasoning"
"Atmospheric Refraction

1. Apparent Star Position : It is due to atmospheric refraction of starlight.
The temperature and density of different layers of atmosphere keeps varying. Hence we have different medium.
Distant star act as point source of light. When the starlight enter the earth’s atmosphere it undergoes refraction continuously, due to changing refractive index i.e. from Rarer to denser, it bends towards the normal.
Due to this the apparent position of the star is different from actual position.
The star appears higher than its actual position.","Definition, Property"
"Distant star act like a point source of light. As the beam of starlight keeps deviating from its path, the apparent position of star keeps on changing because physical condition of earth’s atmosphere is not stationary
Hence the amount of light enters our eyes fluctuate some time bright and sometime faint.
This is the “Twinkling effect of star”.","Definition, Reasoning"
"Blue Sky
The blue color of the sky is caused by the scattering of sunlight off the molecules of the atmosphere. This scattering, called Rayleigh scattering, is more effective at short wavelengths (the blue end of the visible spectrum). Therefore the light scattered down to the earth at a large angle with respect to the direction of the sun’s light is predominantly in the blue end of the spectrum.","Definition, Reasoning"
"Laws of Reflection
The angle of incidence is equal to angle of reflection

Incident ray, reflected ray and normal all lie in the same plane.","Definition, Property"
"Spherical Mirrors
Most common type of curved mirrors are spherical mirrors. Mirrors in which reflecting surface are spherical in shape, is known as spherical mirrors. Reflecting surface of a mirror can be curved inwards or curved outwards. The one which is curved inward is known as concave mirror and the one which curved outwards is known as convex mirror","Definition, Property, Types"
"Pole- The centre of the reflecting surface in a spherical mirror is a pole. It is represented by P.

",Definition
"Centre of curvature- Reflecting surface in a spherical mirror has a centre, this is known as centre of curvature. Centre of curvature in convex mirror lies behind the mirror whereas in concave mirror, it lies in front of the mirror.

","Definition, Property"
"Radius of curvature- The radius of the reflecting surface of the spherical mirror is known as radius of curvature. It is represented by R.

",Definition
"Principal axis- Straight line passing through the pole and centre of curvature in a spherical mirror is known as principal axis.

",Definition
"Principal focus- The reflected rays appear to come from a point on the principal axis, this is known as principal focus.

",Definition
"Focal length- The distance between the pole and the principal focus in a spherical mirror is known as focal length and it is represented by f.

",Definition
"Aperture- The diameter of the reflecting surface is defined as aperture.

",Definition
"Radius of curvature is twice the focal length (R=2f).

",Property
"Representations of the images formed by Spherical Mirrors using Ray Diagrams
We draw the ray diagram to locate the image of an object formed. The intersection point of at least two reflected will give the position of image of the point object. The two rays that can be used to draw the ray diagram are-
A ray parallel to the principal axis should pass through the focus after reflection in case of concave mirror, or appear to diverge in case of convex mirror.
A ray passing through the focus of the concave mirror or directed towards the focus in case of convex mirror, should appear parallel to the principal axis after reflection.
A ray which is passing through the centre of curvature in a concave mirror or directed in case of convex mirror, should reflect along the same path.
A ray when incident obliquely to principal axis on a concave or convex mirror is also reflected obliquely.




","Property, Reasoning"
"Image formation by Concave Mirror

Position of the object        Position of the image        Size of the image        Nature of the image
At infinity        At the focus F        Highly diminished        Real and inverted
Beyond C        Between F and C        Diminished        Real and inverted
At C        At C        Same size        Real and inverted
Between C and F        Beyond C        Enlarged        Real and inverted
At F        At infinity        Highly enlarged        Real and inverted
Between P and F        Behind the mirror        Enlarged        Virtual and erect","Relation, Reasoning"
"Position, nature, and the size of the image formed by a concave mirror is dependent on the position of the object in relation to P, C and F. Image formed can be real or virtual. The image can also be magnified, diminished or even of the same size","Relation, Property"
"Uses of Concave Mirror
Used in search lights, torches, head lights of the vehicles. Also used in shaving mirrors. Used by dentists also to see larger image of the teeth. Other use in solar furnaces.","Property, Reasoning, Examples"
"Image formation by Convex Mirror
Two positions of the object are considered while understanding the image formed by convex mirror. Either the object should be at infinity or at finite distance from the mirror. 
Position of the object        Position of the image        Size of the image         Nature of the image 
At infinity        At the focus F, behind the mirror        Highly diminished        Virtual and erect
Between infinity and the pole P of the mirror        Between P and F, behind the mirror        Diminished        Virtual and erect
","Relation, Reasoning"
"Uses of Convex Mirror
They are used as rear-view mirrors. They are used to see the traffic behind. They are preferred as they give erect but diminished image.","Reasoning, Property"
"Sign convention for reflection by spherical mirrors
New cartesian sign convention is used to give sign convention used for spherical mirrors. The conventions are as follows-

1. The object is always placed to the left of the mirror.

2. All distances parallel to the principal axis are measured from the pole of the mirror.

3. All the distances measured to the right of the origin (along + x-axis) are taken as positive while those measured to the left of the origin (along – x-axis) are taken as negative.

4. Distances measured perpendicular to and above the principal axis (along + y-axis) will be taken as positive.

5. Distances measured perpendicular to and below the principal axis (along –y-axis) will be taken as negative.","Definition, Property"
"The distance of the object from its pole is known as object distance (u), whereas distance from the pole of the mirror is known as image distance (v). The mirror formula is given by- 1/f = 1/v + 1/u
It is applicable for spherical mirrors in all positions of the object.

","Definition, Formula, Relation, Property"
"Magnification
It is defined as relative extent to which an object is magnified in comparison to its object size.
m = hi/ho = -v/u
Where m is the magnification, ho is the height of the object and hi is the height of the image. However, it is to be taken as negative for real images. A negative sign in the value of magnification indicates that the nature of the image is real. A positive sign in the value of the magnification indicates the virtual nature of the image.

","Definition, Formula, Property"
"Refraction of light
Bending of the light rays as it passes from one medium to another medium is known as refraction of light.",Definition
"Laws of Refraction
Incident ray, refracted ray and normal all lie in the same plane.

The ratio of sine of angle of incidence to the sine of angle of refraction is constant. This law is also known as Snell’s law of refraction. 
sin i/sin r = constant","Definition, Property"
"Refractive Index
When light passes from one medium to another medium, it changes its direction. The extent to which the direction changes is expressed in terms of refractive index. The value of refractive index is dependent on the speed of light in two media. v1 is the speed of light in medium 1 and v2 is the speed of light in medium 2. The refractive index of medium 2 with respect to medium 1 is represented as n21.
n21=v1/v2
If medium 1 is vacuum or air, then the refractive index of medium 2 with respect to vacuum is known as absolute refractive index of the medium.
nm=c/v
Where c is the speed of light in air, v is the speed of light in other medium and nm is the refractive index of the medium.

","Definition, Property, Reasoning, Formula, Relation"
"Refraction by Spherical Lenses
Lenses are defined as transparent materials which are bounded by two surfaces, out of which one or both can be spherical. When both the two spherical surfaces bulge outwards, it is known as convex lens. They converge the light rays. When the two spherical surfaces bulge inwards, they are known as concave lens. They are known as diverging lens. The centre of these spherical surfaces is known as centre of curvature, represented by C.

Any imaginary straight line passing through the centre of curvature of a lens is known as principal axis. The centre point is known as optical centre. The effective diameter of the spherical lens is known as aperture.",Definition
"Image formation by lenses
Nature, relative size, and position of the image formed by convex lens are given below in the form of table-

Position of the object

Position of the image

Relative size of the image

Nature of the image

At infinity

At focus F2

Highly diminished

Real and inverted

Beyond 2F1

Between F2 and 2F2

Diminished

Real and inverted

At 2F1

At 2F2

Same size

Real and inverted

Between F1 and 2F1

Beyond 2F2

Enlarged

Real and inverted

At focus F1

At infinity

Infinitely large

Real and inverted

Between focus F1 and optical centre O

On the same side of the lens as the object

Enlarged

Virtual and erect","Relation, Property"
"Image formation in Lenses using Ray Diagrams
Rules for drawing the ray diagrams are as follows-
1. A ray of light which is parallel to the principal axis will pass through the principal focus after refraction from the convex lens.
2. A ray of light passing through principal focus, will emerge parallel to principal axis after refraction from the convex lens.
3. A light ray passing through optical centre will emerge out without any deviation.





","Property, Reasoning"
"Sign convention for Spherical Lenses
Sign convention are used as similar for spherical mirrors. But the focal length of a convex lens is positive and that of concave lens in negative.",Property
"Lens formula and magnification
The lens formula is given as 1/f=1/v-1/u
Where, u is object distance, v is image distance and f is focal length.

The ratio of the height of an image to the height of an object is defined as magnification.

Magnification is represented by m, h0 is the height of the object and hi is the height of the image.
m=hi/ho=v/u","Definition, Formula, Relation"
"Power of a Lens
The degree of convergence or divergence of light rays is expressed in terms of power. So, the reciprocal of focal length is known as its power. It is represented by letter P. The power is given by-

P = 1/f

The SI unit of power is dioptre. It is represented by D. Power of concave lens is negative and power of convex lens is positive.","Definition, Property, Relation, Property"
Light is a form of energy that produces in us the sensation of sight.,Definition
Reflection of light is the phenomenon of bouncing back of light in the same medium on striking the surface of any object.,Definition
"The two laws of reflection are:         (i) the incident ray, the reflected ray and the normal (at the point of incidence), all lie in the same plane.         (ii) the angle of reflection (r) is always equal to the angle of incidence (i)                  ∠r = ∠i","Property, Reasoning, Formula"
"In a plane mirror, the image of a real object is always         (i) virtual,         (ii) erect         (iii) of same size as the object,         (iv) as far behind the mirror as the object is in front of the mirror.         (v) laterally inverted.",Property
Absolute refractive index(n) of a medium is the ratio of speed of light in vacuum or air(c) to the speed of light in the medium(v) i.e.  n=c/v,"Definition, Formula, Relation"
Refraction of light is the phenomenon of change in the path of light in going from one medium to another.,Definition
" In going from a rarer to a denser medium, the ray of light bends towards normal and in going from a denser to a rarer medium, the ray of light bends away from normal.",Property
"Snell’s law of refraction, sini/sinr=n2/n1=n12","Relation, Formula"
"No refraction occurs, when         (i) light is incident normally on a boundary,         (ii) refractive indices of the two media in contact are equal.",Property
Lens formula: 1/v-1/u=1/f,Formula
New Cartesian Sign Convention for spherical lenses:         (i) All distances are measured from optical centre C of the lens.         (ii) The distances measured in the direction of incidence of light are taken as positive and vice–versa.         (iii) All heights above the principal axis of the lens are taken as positive and vice versa.,"Property, Reasoning"
The linear magnification produced by a lens is m=hi/ho=v/u,Formula
" Power of the combination of lenses
P=P1+P2+P3+...",Formula
Mirror formula: 1/v+1/u=1/f,Formula
Linear magnification produced by a spherical mirror is m=hi/ho=-v/u,Formula
"For a convex mirror, m is +ve and less than one, as the image formed is virtual, erect and shorter than the object",Property
"For a concave mirror, m is +ve when image formed is virtual and m is –ve, when image formed is real.",Property
"According to New Cartesian Sign Convention, for spherical mirror.         (i) All distances are measured from the pole of the spherical mirror.         (ii) The distances measured in the direction of incidence of light are taken as positive and vice–versa.         (iii) The heights above the principal axis of the mirror are taken as positive and vice–versa.","Property, Reasoning"
"In spherical mirror, focal length f= R (Radius of curvature)/2","Formula, Relation"
"Introduction

An object reflects light that falls on it. This reflected light, when received by our eyes, enables us to see things.
We are able to see through a transparent medium as light is transmitted through it.
",Property
"The laws of reflection are:
The angle of incidence is equal to the angle of reflection
The incident ray, the normal to the mirror at the point of incidence and the reflected ray, all lie in the same plane.
These laws are applicable to every surface.","Property, Reasoning"
"Properties of image formed by a plane mirror:
Image formed by a plane mirror is always virtual and erect.
The size of the image is equal to that of the object.
The image formed is as far behind the mirror as the object is in front of it.
The image is laterally inverted.",Property
"Spherical mirrors

Mirrors, whose reflecting surfaces are spherical, are called spherical mirrors.
The reflecting surface of such mirrors can be considered to form a part of the surface of a sphere.
A spherical mirror, whose reflecting surface is curved inwards, i.e. faces towards the centre of the sphere, is called a concave mirror.
A spherical mirror, whose reflecting surface is curved outwards, is called a convex mirror.
","Definition, Property"
"Pole:

The centre of the reflecting surface of a spherical mirror.
It lies on the surface of the mirror.
The pole is usually represented by the letter P.","Definition, Property"
"Centre of curvature:

The reflecting surface of a spherical mirror forms a part of a sphere. The sphere’s centre is called as centre of curvature.
It is represented by the letter C.
The centre of curvature is not a part of the mirror. It lies outside its reflecting surface.
The centre of curvature of a concave mirror lies in front of it.
However, it lies behind the mirror in case of a convex mirror.","Definition, Property"
"Radius of curvature

The radius of the sphere of which the
reflecting surface of a spherical mirror forms a part
It is represented by the letter R.",Definition
"Principal axis

A straight line passing through the pole and the centre of curvature of a spherical mirror.
Principal axis is normal to the mirror at its pole.","Definition, Property"
"Principal Focus

Rays parallel to the principal axis falling on a concave mirror meet/intersect at the point on the principal axis. The point is called principal focus of concave mirror.
The reflected rays appear to come from a point on the principal axis when rays parallel to the principal axis fall on a convex mirror, that point is called principal focus of convex mirror.
The principal focus is represented by the letter F.
The distance between the pole and the principal focus of a spherical mirror is called the focal length. It is represented by the letter f.","Definition, Property"
