Paragraph,Labels
"Reflection of Sound. Sound gets reflected at the surface of a solid or liquid and follows the laws of reflection. i) The angle of incidence is equal to the angle of reflection. ii) The incident ray, the reflected ray and normal at the point of incidence all lie in the same plane.",Property
"Echo. If we shout or clap near a reflecting surface like tall building or a mountain, we hear the same sound again. This sound which we hear is called echo. It is caused due to the reflection of sound. 
To hear an echo clearly, the time interval between the original sound and the echo must be at least 0.1 s. Since the speed of sound in air is 344 m/s, the distance travelled by sound in 0.I s = 344 m/s x 0.1 s = 34.4 m 
So to hear an echo clearly, the minimum distance of the reflecting surface should be half this distance that is 17.2 m.","Definition, Reasoning"
"Reverberation. Echoes may be heard more than once due to repeated or multiple reflections of sound from several reflecting surfaces. This causes persistence of sound called reverberation. In big halls or auditoriums to reduce reverberation, the roofs and walls are covered by sound absorbing materials like compressed fibre boards, rough plaster or draperies.","Definition, Examples"
"Uses Of Multiple Reflection Of Sound .Megaphones, horns, musical instruments like trumpets, etc. are deigned to send sound by multiple reflection in a particular direction without spreading in all directions. ii) Doctors listen to sounds from the human body through a stethoscope. The sound of heartbeat reaches the doctor�s ears by multiple reflection. iii) Generally the ceilings of cinema halls and auditoriums are curved so that sound after multiple reflection reaches all parts of the hall. Sometimes a curved sound board is placed behind the stage so that sound after multiple reflection spreads evenly across the hall.","Examples, Reasoning"
Range of Hearing. Human beings can hear sound frequencies between 20 Hz and 2000 Hz. Sound whose frequency is less than 20 Hz is called infrasonic sound.Sound whose frequency is more than 2000 Hz is called ultrasonic sound.,"Property, Definiton"
"Uses of ultrasonic sound. Ultrasonic sound is used to clean objects like electronic Components, used to detect cracks in metal blocks, used in ultra sound scanners for getting images of internal organs of the human body used to break small stones formed in the kidneys into fine grains.","Examples, "
"Sonar.It is a device which uses ultrasonic waves to measure distance, direction and speed of underwater objects. The distance of the object can be calculated by knowing the speed of sound in water and the time taken between the transmission and reception of ultrasound","Definition, Property"
"Structure of the human ear. The sound waves passes through the ear canal to a thin membrane called eardrum. The eardrum vibrates. The vibrations are amplified by the three bones of the middle ear called 130 hammer, anvil and stirrup. Middle ear then transmits the sound waves to the inner ear. The brain then interprets the signals as sound.
","Causes, Reasoning"
Sound.Sound is a form of energy which produces a sensation of hearing in our ears.,Definition
Production of Sound. Sound is produced due to the vibration of objects. ,Causes
"Vibration is a periodic back-and-forth motion of the particles of an elastic body or mediumkind about a central position. It is also named as oscillation. For example: Stretched strings of a guitar vibrate to produce sound. When membrane of a table is struck, it vibrates to produce sound.","Definition, Examples"
Propagation of Sound.Sound is propagated by the to and fro motion of particles of the medium.The travelling of sound is called propagation of sound.,"Causes, Definition"
"When an object vibrates, the particles around the medium vibrate. The particle in contact with the vibrating object is first displaced from its equilibrium position. Each particle disturbs the other particle in contact. Thus, the disturbance is carried from the source to the listener.","Causes, Reasoning"
Only the disturbance produced by the vibrating body travels through the medium but the particles do not move forward themselves.,Effects
"Medium.The matter or substance through which sound is transmitted is called a medium.A medium is necessary for the propagation of sound waves.The medium can be solid, liquid or gas. Sound cannot travel in vacuum. Wave that requires medium to propagate is called Mechanical wave.","Definition, Property"
"Wave.Wave is a phenomenon or disturbance in which energy is transferred from one point to another without any direct contact between them. For example: Heat, light and sound is considered as a wave.","Definition, Examples"
"Types of Waves.On the basis of direction of propagation, waves are categorized into two parts: (i) Longitudinal waves: These are the waves in which the particles of the medium vibrate along the direction of propagation of the wave. For example: sound wave. (ii) Transverse waves: In this type of wave the particles of the medium vibrate in a direction perpendicular to the direction of propagation of the wave. For example: waves produced in a stretched string.","Types, Definition, Examples"
"Another type of waves which do not require any medium for propagation are called electromagnetic waves. These waves can travel through vacuum also. For example, light waves, X-rays.","Types, Definition, Examples"
Compression is the part of wave in which particles of the medium are closer to one another forming the region of high pressure and density. Compressions are represented by the upper portion of the curve called crest.,Definition
Rarefaction is a part of the wave where particles spread out to form a region of low pressure and density. Rarefactions are represented by the lower portion of the curve called trough.,Definition
Sound waves have following characteristics: (1) Amplitude  (2) wavelength (3) Frequency (4) Time period (5)Velocity,Property
Amplitude. The maximum displacement of each particle from its mean position is called amplitude. It is denoted by A. Its SI unit is metre (m).,Definition
Wavelength.The distance between two nearest (adjacent) crests or troughs of a wave is called its wavelength. It is denoted by the Greek letter lamda (λ). Its SI unit is metre.,Definition
Frequency.The number of vibrations per second is called frequency. The SI unit of frequency is hertz (Hz).The symbol of frequency is ν (nu).,Definition
"Time period.The time taken to complete one vibration is called time period.
It is denoted by T. Its SI unit is second (s). The frequency of a wave is the reciprocal of the time period. i.e., v = 1/T",Definition
"Velocity.The distance travelled by a wave in one second is called velocity of the wave or speed of the wave. Its S.I. unit is metres per second (m/s). Velocity = Distance travelled/Time taken ⟹      v = λ/T  , where λ = wavelength of the wave travelled in one time time period T) ⟹      v = λv      (As 1/T = v) .Thus, Velocity = Wavelength × Frequency. v = λv is called the wave equation.",Definition
"Pitch and loudness of Sound. Pitch: It represents shrillness or flatness of sound. It depends on the frequency of vibration. Higher the frequency of sound wave, the higher will be the pitch of sound and vice-versa. Loudness: It is a measure of the sound energy reaching the ear per second.It depends on the amplitude of the sound wave. It is measured in decibel ‘dB’.","Definition, Property"
Music And Noise. Music: It is the sound that is pleasant to hear. For example: Sound coming out of musical instruments). Noise: It is the sound that is unpleasant to hear. For example: Sound produced by vehicles.,"Definition, Examples"
Tone and Note.Tone: A pure sound of single frequency is called tone. Note: An impure sound produced by mixture of many frequencies is called a note. For example: A musical note has tones of various frequencies.,"Definition, Examples"
"Audible Frequency.The audible range of human ear is 20 Hz and 20,000HZ, i.e., the human ears can hear only those waves whose freqnecy lies between 20 Hz and 20,000HZ.",Definition
"Reflection of sound.When sound waves strike a surface, they return back into the same medium. This phenomenon is called reflection.",Definition
"Laws of reflection.There are two basic laws of reflection of sound: (i) Angle of incidence is equal the angle of reflection. (ii) The incident wave, the reflected wave and the normal all lie in the same plane.",Property
"Applications of  Reflection of Sound. Many instruments work on the basis of multiple reflections of sound: Megaphone, loudspeakers, bulb horns, musical instruments like trumpets, shehnais etc.  are designed to send sound by multiple reflections in a particular direction due to which the amplitude of sound waves adds up to increase loudness of sound. Stethoscope which is used by doctors to listen to the sounds from the human body, also works on principle of multiple reflections of sound. Here, sound of heartbeat reaches the doctor's ears by multiple reflections. In big halls or auditoriums sound is absorbed by walls, ceiling, seats, etc. So a curved board (sound board) is placed behind the speaker. Then the voice of speaker suffers multiple reflections to increase its loudness so that his speech  can be heard easily by audiences.","Examples, Reasoning"
"Sound is always produced by a vibrating body. Sometimes, the vibration is clearly visible and the sound is strong, whereas in some cases, the vibration is small and the sound is feeble.The to and fro or back and forth motion of a body is termed as vibration or oscillatory motion. When a tuning fork is struck hard against a rubber ball, it vibrates producing a sound. When the strings in a violin vibrates, it produces sound. When the diaphragm of a drum is struck, it vibrates and produces sound.","Causes, Definition, Examples"
"Sound can propagate through solids, liquids and gases. In fact, it needs a medium to propagate.
The matter or substance through which sound propagates is called Medium.
Sound can propagate through Solids: The doctor checks us using the stethoscope. He can hear the sound from within our body because sound travels through solids. Sound can propagate through liquids: In fact, this is how aquatic animals communicate with each other.Sound can propagate through gases/air: This is the reason why we are able to hear a person standing near us speak. Generally, air is the most common medium for sound propagation. Sound cannot propagate through vacuum. ","Property, Definition, Examples"
"Sound waves move from the point of generation to the listener through the medium.
When an object vibrates and produces sound, the particles of the medium at the point of generation begin to vibrate.
This particle passes on the vibration to its adjacent/neighboring particle. The first particle comes back to its equilibrium position of rest. Then the second particles passes its vibration to the neighboring third particle and then again comes back to its position of rest. This process continues until the vibration reaches the listener and he is able to hear the sound.","Causes, Reasoning"
"As we see, the actual particles of the medium don't travel from the point of generation to listener. It is only the vibration that travels through the medium. This is called Wave motion.
A wave is a disturbance that moves through a medium when the particles of the medium set neighboring particles into motion. Since sound waves are characterized by the motion of particles in the medium, they are Mechanical Waves.",Definition
Sound propagates in Compressions and Rarefactions.,Property
"Compression : When a vibrating body moves forward, it pushes or compresses the air ahead of it thereby creating a region of high pressure and high density. These are called Compressions. They are represented by the upper portion of the wave curve.(C)",Definition
"Rarefactions: When a vibrating body moves backward, it releases or loosens the air ahead of it thereby creating a region of low pressure and low density. These are called Rarefactions. They are represented by the lower portion of the wave curve.(R)",Definition
The peak of the wave is called Crest and valley of the wave is called Trough.,Definition
Sound waves are longitudinal waves. The individual particles of the medium move in a direction parallel to the direction of propagation of the disturbance. The particles do not move from one place to another but they simply oscillate back and forth about their position of rest thereby propagating only the disturbance from one place to another.,Property
Wavelength: The distance between 2 consecutive crest or troughs is called Wavelength. It is represented by the symbol  λ(lamda). Unit is m.,Definition
Time Period: The time taken for one complete oscillation in the density of the medium is called the Time Period of the wave. It can also be defined as the time taken by 2 consecutive compressions or rarefactions to cross a fixed point. It is represented by the symbol T. Its unit is in seconds.,Definition
Frequency : The number of oscillations per unit time is called the Frequency of the sound wave. The number of compressions or rarefactions that cross a given point in per unit time is the frequency of the wave. It is denoted by μ and is unit is Hz (Hertz).,Definition
A sound of a single frequency is called Tone. A sound which is a mixture of different frequencies is called Note and is very pleasant to listen to.,Definition
"Frequency   =    No of oscillations/   
                            Time (in seconds)

 μ    =   1/T",Formula
"Speed of Sound : It is the distance which a point on a wave, travels in unit time.
The speed of sound depends on the following factors.",Definition
Medium: The speed of sound decreases as we go from solid to gaseous,Definition
"Temperature : As temperature increases, the speed of sound increases. (The speed of sound in air is 331m/s at 0 degrees and 344m/s at 22 degrees)",Property
" We know that, Speed   =  Distance / Time

     We know that any point of the wave travels a distance λ in time T. So, we have

     v = λ/T  = λμ =   (Because μ = 1/ T )",Formula
Light travels faster than sound in air. Hence we see the lightning before we hear thunder.,Property
"Pitch: Frequency determines the shrillness or the pitch of the sound. Higher the frequency, higher the pitch or it is said that the sound is shrilling. Lower the frequency, lower the shrill or pitch. Eg: Babies voice has more frequency and thereby more shrilling than an adult voice.","Definition, Examples"
"Amplitude: It is a measure of the loudness or softness of the sound. The magnitude of the maximum disturbance in the medium on either side of the mean value is called Amplitude of the wave, represented by the letter A.",Definition
"Loudness: Loudness is the response of ear to the sound. Loudness is proportional to the square of the amplitude of the vibration body producing sound. The more the amplitude of vibration, the sound is the loud. The lesser the amplitude of vibration, the sound is feeble.Loudness  =  k.(Amplitude)2  (where k is the proportionality constant). The loudness is expressed in a unit called decibel (dB).",Definition
Intensity : The amount of sound energy passing each second through unit area is called the Intensity of Sound.,Definition
"When sound waves hit a polished or rough surface, it bounces off. This is Reflection of Sound. (Similar to Reflection of Light) Law 1 : The incident ray of sound, the normal at the point of incidence and the reflected ray of sound all lie in the same plane. Law 2 : Angle of incidence is equal to the angle of reflection.",Property
"Echo. When we shout near a mountain, we will hear the same sound again and again with small time interval gaps. This is called an echo. Echoes may be heard more than once due to successive or multiple reflections.The sensation of any sound persist in our ear for about 0.1 s, which means that to hear a clear echo, the reflected sound must be atleast 0.1 seconds after the original sound.The sensation of any sound persist in our ear for about 1 s. The speed of sound in air at 22 degress is 344m/s. Therefore, Distance = Speed * Time = 344m/s * 0.1 s = 34.4m. That is the full distance ie from the source to the wall and back to the source. So, half the distance ie 2 metres is the minimum distance of the obstacle to hear a clear echo.","Definition, Examples, Property"
"Reverberation : Multiple Reflections. In a big hall, where there a musical concerts/dance shows etc, there will be repeated reflections from walls all round. The sound will persist for a very long time due to this multiple reflections. The repeated reflection that results in this persistence of sound is called reverberation. In a big hall, reverberation is required so that the entire hall can hear the sound. At the same time, if the reverberation is very high, the sound will persist for too long even if the source of sound has actually stopped. So, this is undesirable. The reverberation effect should be controlled. Several acoustic techniques are deployed to do this.","Definiton, Property, Reasoning"
"Uses of Multiple Reflection. Some musical instruments have a tube followed by a conical opening. This architecture helps to reflect sound again and again such that most of the sound waves move in the forward direction. Eg: Horn, Trumpets, Loud speakers etc.","Examples, Property"
"The walls and ceiling of concert halls are curved because of which sound after reflection reaches all corners of the hall. Also, roof and walls and seats of the auditorium are generally covered with sound-absorbent materials like compressed fireboard, rough plaster and draperies for a pronounced sound effect
",Reasoning
"Audible and Inaudible sounds. The human ear can detect sounds in the range of 20Hz-20KHz. These are called Audible Sounds. Eg: Music, Instruments, Crackers.
Frequencies below 20Hz and greater than 20KHz cannot be heard by the human ear. These are called Inaudible Sounds. Eg: It is believed that bat calls are in the inaudible ultrasonics range. Dogs can hear frequencies greater than 20KHz, so they are used by the police to respond to such whistles. Ultrasound scans produce sounds in this range.","Definition, Examples"
"Applications of Ultrasounds. Ultrasounds are high frequency waves, which can travel in defined paths even in the presence of many obstacles.",Property
"Ultrasonic waves are used to capture the images of the heart and its features and problems associated with the heart, if any (for treatment purpose). This is called echocardiography. Ultrasound scans/Ultrasonography are very commonly used to get images of internal body organs such as liver, kidney, uterus. It helps the doctor to diagnose and treat problems in the body of the patient. In this method, ultrasound waves are made to travel through the body to the organ under consideration. They get reflected and these are converted to electrical signals which can be monitored on a screen. Ultrasonography is used to observe the growth of the fetus inside the uterus. It can also used to monitor the abnormalities. It is used to break kidney stones into fine grains which later get flushed out through urine.","Examples, Definition, Reasoning"
"Ultrasound is used to clean machine parts located in places which are not easily accesible - electronic components, internal parts, spiral parts etc. The objects are placed in a cleaning solution and waves are passed through it. Because of the high frequency of the waves, the dust particles just fall out. It is used to detect defects, flaws, cracks in machine parts, bridges, building etc. Ultrasound waves are passed at one end and monitored using detectors. If there are laws or cracks, then the ultrasound waves are reflected back indicating the presence of a defect.","Exaples, Reasoning, "
"SONAR (SOund Navigation And Ranging). SONAR is a device that uses ultrasonic waves to measure distances which are practically impossible to measure - depth of ocean, distance and direction of underwater objects. SONAR comprises of a ultrasound transmitter and detector fitted in a ship.The transmitter produces ultrasound waves which travel, hit the bottom of the ocean(or any object) and return back and are detected. The time taken for the ultrasound to return (t) and speed of ultrasound in water (v) is now known. So, we have distance d = (v * t)/2 (Divided by 2, because the wave travels twice the distance, ie from transmitter to object and then object to detector)","Definition, Property, Examples"
"The Human Ear. Pinna : Pinna is the outer ear. It acts like a funnel to send the sound waves inside the ear. Auditory canal: Sound travels from the outside through auditory canal. Eardrum: The sound then falls on the eardrum which is at the end of the canal. Bones Hammer, Anvil, Stirrup : The sound vibrations are then passed on to these bones in the middle ear. Cochlea: The sound waves are converted to electrical signals. Auditory nerve: It sends the signals to the brain. Brain: The brain interprets the signals and that's how we hear.","Definition, Property"
"Sound energy is a form of energy because of which our ears are able to hear something.One cannot create sound or destroy it. But one can transform one form of energy into sound energy. For instance, when a cell phone rings, the sound is produced by converting electrical energy into sound energy.","Definition, Property, Examples"
"A sound is produced when an object vibrates, that is they move in a ‘to-and-fro’ motion. For instance, When we strike a tuning fork or a stretched rubber band, it vibrates and produces sound.The human voice is produced because of the vibration of the vocal cords. String instruments produce sound as their strings vibrate. When a bird flaps its wings a sound is produced. A flute produces sound because the air column of the flute vibrates as air passes through it.","Causes, Examples"
"In order to propagate, sound requires a medium through which it can travel. This medium could be a gas, liquid or solid. Sound propagates in a medium as the particles of the medium vibrate from a starting point. This means that sound always has a starting point and an ending point. For instance, while you talk to a friend, as you speak, the particles in the air get displaced due to the pressure caused by the sound you produce. They then displace the adjacent particles and so on. In this way, sound travels from your place to your friend’s ears.Therefore, we can say that the particles of a medium do not travel from one point one another in order to propagate sound. Sound propagates because of the disturbance caused by a source of sound in the medium.","Property, Examples"
A wave is a disturbance produced in a medium as the particles of the medium vibrate. The particles produce motion in each other without moving forward or backwards.This leads to the propagation of sound. Hence sound is often called a Wave.,"Definition, Property"
"When an object vibrates in the air or produces a sound, some regions of high pressure are created in front of it. These are called the Regions of Compression. These regions of compression move forward in the medium as particles exert pressure on their adjacent particles. WIth alternate regions of compression, there are also regions of low pressure that are in its front. Thes are called Regions of Rarefaction. As the object would move forwards and backwards consecutively producing sound, the series of compressions and rarefactions will be created. This will allow sound to move through air or any other medium as well.If the medium is dense the pressure exerted on the particles will be more in order to propagate the sound and vice versa.Therefore, we can also say that propagation of sound is all about change in the pressure of the medium.","Definition, Reasoning"
"A wave that is produced when objects of the medium oscillate is called Mechanical Wave. The sound waves are therefore, mechanical waves. Sound cannot travel through the vacuum as it always needs a medium to propagate. The vacuum contains no air hence no particles can propagate sound.

","Definition, Property, Reasoning"
Longitudinal waves - Any wave that vibrates in the direction of the motion is called a Longitudinal Wave. Sound waves are longitudinal because the particles of the medium vibrate in the direction which is parallel to the direction of the propagation of the sound waves.The particles in the medium oscillate to and fro in the case of longitudinal waves.,"Definition, Reasoning"
"Transverse Waves - A transverse wave is produced when the particles of the medium oscillate in a direction which is perpendicular to the direction of the propagation of the wave. The particles in a transverse wave oscillate in an up and down motion. For Example, light waves are transverse in nature.","Definition, Examples"
A sound wave is characterized by three factors:Amplitude.Frequency.Speed,Property
"The compression region is represented by the upper part of the wave curve. It is a region where particles cluster together. The density, as well as pressure, is always high in this region. ",Definition
A refraction is represented by the lower part of the wave curve. It is a region where the particles separate out. Refraction region always has lower pressure.,Definition
The distance between two consecutive compressions or refractions is called Wavelength. SI unit: metre (m) ,Definition
The number of oscillations per unit time is called the Frequency of a Wave (Number of compressions + the number of refractions per unit time) SI unit: Hertz (Hz),Definition
"The time taken between two consecutive compressions or refractions to cross a fixed point is called Time Period of the Wave. In other words, the time taken for one complete oscillation through a medium is called a Time Period. SI unit: second (s)",Definition
The relationship between frequency and time period f = 1/T,Formula
Pitch of a sound depends upon: 1. the frequency of the sound 2. size of the object producing the sound 3. type of the object producing the sound,Property
The value of the maximum or minimum disturbance caused in the medium is called the Amplitude of the Sound. Amplitude defines if the sound is loud or soft.,"Definition, Property"
The timbre or quality of sound is a characteristic with which we can differentiate between different sounds even if they have same pitch and amplitude.,Definition
The sound which has single frequency throughout is called a Tone.,Definition
A sound with more than one frequency is called a Note. It is pleasant to listen,Definition
Noise. It is an unpleasant sound.,Definition
Music. It is a sound which is pleasant and has rich quality,Definition
The distance by which a compression or refraction of a wave travels per unit time is called as Sound’s Speed. SI unit: metres/seconds.v = wavelength / time = λ/T = λ*F. Speed of Sound in air = 333 m/s,"Definition, Formula"
Intensity. The amount of sound energy that passes through a unit area per second is called its intensity,Definition
Loudness. It is how our ears respond to a sound. Two sounds with same intensity can vary in loudness only because we can detect one sound easier than the other. ,Definition
"Sound cannot travel at the same speed in different mediums. The speed of sound in a medium is affected by three things: The density of the medium. For instance, speed of sound is the maximum through solids. The temperature of the medium. As the temperature increases, the sound propagates easily. Humidity in the air also affects the travel of sound. As the humidity increases, so does the propagation of sound.",Property
"When an object travels in the air with a speed greater than that of the sound, it produces a sound with high energy. This energy is loud enough that it can break glasses or damage the buildings. The sound produced is similar to the sound of an explosion or thunderclap. These objects exert a large amount of pressure on the air which causes the production of shock waves in the air. These shock waves produce extremely large and loud sound waves which are called Sonic booms.","Causes, Definition"
"Speed of light in air = 3 * 108 m/s. Speed of sound in air = 333 m/s. This clearly states that sound travels a lower speed than that of light in air. This is a reason why at the time of lightening, the light is visible instantly while the sound of the thunder reaches our ears after a few seconds. Sound can bounce off a solid or a liquid. Some materials like metals and walls are called Good Reflectors of Sound as they do not absorb the sound while others like clothes and sponge are called Bad Reflectors of Sound as they absorb the sound easily.","Property, Reasoning"
"The incident sound wave, the reflected sound wave and the normal, all lie in the same plane.The angle of incident of incident sound wave is equal to the angle of reflection formed by the reflected sound wave, that is, i = r","Property, Formula"
Echo. When we hear the same sound again and again in a medium it is called Echo. The sound or echo persists in our brain for 0.1 seconds. This means that the difference between sound and its echo should be at least 0.1 seconds. It is produced as a result of reflection of sound through a medium. If sound reflects more than once we may hear multiple echoes.,"Definition, Property"
Reverberation. It is the persistence of a sound after a sound is produced. A reverberation is created when a sound signal is reflected multiple of times until it reaches a sound wave that cannot be heard by human ears. Auditoriums and big halls often have to deal with reverberation. That is why the roofs are made up of soundproof materials like Flipboard and the chairs in the halls are also made up of fabrics that can absorb sound.,"Definition, Examples, Reasoning"
"Horns, trumpets, loudhailers or megaphones are designed in such a way that sound can travel in a particular direction only without spreading out everywhere. This makes it easier for the audience to listen to the speaker. All these instruments work on the phenomena of multiple reflections of sound.","Reasoning, Examples"
The multiple reflections in a stethoscope tube make it possible for the doctors to listen to a patient’s heartbeat.,"Examples, Reasoning"
Concert halls are generally covered so that sound can reflect through it and reach the wider audience.,"Reasoning, Examples"
"The range of sound – on the basis of the range of frequency of a sound, it is categorized into ultrasound and infrasound. Human auditory range is between 20 Hz and 20000 Hz.",Definition
"Infrasound refers to the sound with frequency lower than 20 Hz which can’t be heard by humans.Infrasound is used to stabilize myopia in young kids.Infrasound is influenced by the atmosphere so it can be used to monitor the activities of the atmosphere.In particular, natural disasters such as volcanic eruptions, earthquakes etc can be forecasted by monitoring the infrasonic waves.","Definition, Reasoning, Examples"
"Ultrasound refers to the sound with frequency higher than the upper limit (20 kHz) of frequencies audible to normal human ears. Ultrasound is commonly used to find flaws in materials to measure the thickness of objects, to fund physical abnormalities in various parts of human body, as well as in the form of a sound ranging device called Sonar. Ultrasound is not influenced by any such factors. In particular, ultrasound is also used in micro welding. The weld is produced by the application of higher frequency vibratory energy as the parts are held together with force. ","Definition, Property, Examples, Reasoning"
Hearing Aid- The Hearing Aid contains a microphone which receives the sound from the outer atmosphere and converts it into electrical energy. This electrical energy is passed through an amplifier which amplifies the sound and then moves it to a speaker. The speaker then converts the electrical signal into sound waves and sends it to the ear and provides a clear hearing.,Definition
"The ultrasound waves are the sound waves with high frequency. Due to this, they can travel long distances despite any obstacles between their paths. The ultrasound waves are used in clearing parts of objects that are hard to reach such as a spiral tube or electronic components. In order to clean the objects, they are put in a solution, then the ultrasonic waves are passed through the solution. As a result, the dust particles on the object get detached and fall off them. Ultrasound waves can recognize tiny cracks in metallic objects that are used in the manufacture of large structures, buildings and scientific equipment. The presence of such cracks can lower the strength of these structures and machines. Hence, the ultrasound waves are passed through the metallic objects and detectors are used to detect the waves that pass through the cracks. If a crack is present the ultrasound waves would reflect back. Ultrasonic waves are also used in a medical process called Echocardiography. In this process, the ultrasound waves are passed through various parts of the heart in order to form the images of the organ. Ultrasonic waves are also used in a procedure called Ultrasonography. In this procedure, the ultrasonic waves are passed through the internal organs of the body in order to get their image. In this way, the doctors can find out the cause of a disease or any abnormalities in the organs. The ultrasound waves travel through the tissues of the body and as soon as the density of the tissue changes they reflect back. The reflected waves are then converted into electrical signals which form the images of the internal organs. Ultrasound waves are also used to break the kidney stones.  ","Definition, Property, Reasoning, Examples"
"SONAR – Sound Navigation and Ranging. This device is used to find the distance, direction and speed of objects that are present under the water. It uses Ultrasonic waves to do so. The Sonar consists of two main devices – The transmitter and the detector (or receiver). The main function of the transmitter is the production and transmission of the Ultrasonic waves in water. As these waves travel underwater, they, when hit by an object, reflect back to the detector. The detector then converts these sound waves into electrical signals which are then interpreted. The distance of the object is calculated with the help of the speed of sound in water and time taken by the way to reach the detector. This process is called Echo Ranging. Uses of Sonar Finding the depth of a water body such as sea. Detecting the presence of underwater objects like submarines, hills, icebergs and ships","Definition, Property, Examples"
"Bats generate Ultrasonic waves. As these waves hit an object, they get reflected back to the bat’s ears. The bats can understand the nature of reflection of these waves and then can decide the position of the object over their prey.",Reasoning
Our ears allow us to receive audible frequencies in our surroundings. They then convert these sounds into electrical signals which are then passed through a special nerve called the auditory nerve to our brain. The brain that interprets these signals and responds accordingly.,"Property, Reasoning"
Pinna – The outer part of the ear that gathers sound from the environment.,Definition
Auditory Canal – Sound collected from the surroundings passes through the Auditory Canal.,Definition
"Eardrum or Tympanic Membrane – It is located at the end of the auditory canal. The eardrum when receives a compression moves inwards because of increased pressure. Similarly, when it receives refraction it moves outwards due to a decrease in pressure. As a result, it starts to vibrate inwards and outwards on receiving a sound wave.",Definition
"The Middle Ear – It consists of three bones (hammer, anvil and stirrup). These bones amplify the vibrations produced by the eardrum. These vibrations are then passed onto the inner ear by the middle ear.",Definition
Cochlea – It is located in the inner ear. It converts the vibrations into electrical signals which are then carried to the brain by the auditory nerve.,Definition
"Production of Sound Sound is produced due to the vibration of objects. Vibration is the rapid to and fro motion of an object.Vibrating objects are the source of all sounds Irregular, chaotic vibrations produce noise Regular, controlled vibration can produce music. All sound is a combination of pure frequencies. A stretched rubber band when plucked vibrates and produces sound.","Property, Definition, Causes"
"Propagation of Sound When an object vibrates, the particles around the medium vibrate. The particle in contact with the vibrating object is first displaced from its equilibrium position.
The disturbance produced by the vibrating body travels through the medium but the particles do not move forward themselves. A wave is a disturbance which moves through a medium by the vibration of the particles of the medium. So sound is considered as a wave. Sound waves Require medium for transmission.","Definition, Reasoning, Property"
"Sound waves are called mechanical waves When a vibrating object moves forward, it pushes and compresses the air in front of it forming a region of high pressure called compression (C). When the vibrating object moves backward, it forms a region of low pressure called rarefaction(R).",Definition
A vibrating object producing a series of compressions (C) and rarefaction (R). In these waves the particles move back and forth parallel to the direction of propagation of the disturbance. Such waves are called longitudinal waves.,Definition
There is another kind of waves called transverse waves. In these waves the particles oscillate up and down perpendicular to the propagation of the direction of disturbance.,Definition
Sound propagates in a medium as a series of compressions (C) and rare factions (R). Compressions are the regions of high pressure and density where the particles are crowded andare represented by the upper portion of the curve called crest. Rarefactions are the regions of low pressure and density where the particles are spread out and are represented by the lower portion of the curve called trough.,"Definition, Property"
Frequency of sound wave. The number of oscillations per unit time is called the frequency of the sound wave. It is represented by the symbol v  (Greek letter nu). Its SI unit is hertz (Hz),Definition
Time period of sound wave: The time taken by wave to complete one oscillation is called time-period. Frequency and time are represented as follows :-  V for one oscillation.,Definition
Amplitude of sound wave. The amplitude of sound wave is the height of the crest or tough. It is represented by the letter A. The SI unit is the same as that of density or pressure.,Definition
The wavelength is the distance between the “crests” of two waves that are next to each other. The amplitude is how high the crests are.,Definition
"Pitch and loudness of sound The pitch of sound (shrillness or flatness) depends on the frequency of vibration. If the frequency is high, the sound has high pitch and if the frequency is low, the sound has low pitch","Definition, Property"
